"country","product","chipset","inch","app_name","use_month","use_tv_cnt","total_use_count","total_use_hour","monthly_avg_use_count","monthly_avg_use_hour"
"KR","webOSTV 6.0","k7lp","43","app3","2022-8","7","8.0","2.2480555555555557","1.1428571428571428","0.3211507936507937"
"JP","webOSTV 6.0","e60F20","55","app4","2022-4","8","79.0","292.06805555555553","9.875","36.50850694444444"
"AU","webOSTV 6.0","e60F20","75","app3","2022-2","1","5.0","2.015","5.0","2.015"
"JP","webOSTV 6.0","o20","65","app4","2022-6","2639","79139.0","92578.90166666667","24.832113557274486","28.277644861804795"
"AU","webOSTV 6.0","o20","55","app5","2022-8","9610","89917.0","108701.25638888888","8.542830764886833","10.090425901742682"
"AU","webOSTV 6.0","o20","65","app1","2022-4","12556","97769.0","95094.56361111111","7.1194308197968","6.799655877023955"
"AU","webOSTV 6.0","lm21u","75","app5","2022-5","2515","26670.0","29615.656944444443","9.898573904253016","10.842602083015752"
"JP","webOSTV 6.0","lm21u","55","app1","2022-10","4588","58676.0","61312.07444444444","12.010455238510128","12.404068850488478"
"AU","webOSTV 6.0","lm21a","65","app1","2022-8","9739","76305.0","94400.69583333333","7.208856367963601","8.722274325919699"
"KR","webOSTV 6.0","o20","65","app3","2022-7","3182","6129.0","2644.4152777777776","1.900722588752749","0.8110947917757535"
"KR","webOSTV 6.0","o20","65","app5","2022-5","12187","56833.0","47506.92055555555","4.44050840508405","3.6482259654078018"
"JP","webOSTV 6.0","lm21a","43","app1","2022-5","2440","27614.0","33283.100277777776","10.411252045826513","12.215796697884462"
"AU","webOSTV 6.0","lm21u","65","app5","2022-12","5392","54408.0","65588.80027777777","9.018742695757707","10.739922267209625"
"KR","webOSTV 6.0","lm21u","55","app3","2022-7","2224","3863.0","1422.1605555555554","1.7038202247191012","0.6042193508114858"
"AU","webOSTV 6.0","lm21u","75","app3","2022-7","1036","4129.0","3401.1758333333332","3.810073788899583","3.0733652817880452"
"KR","webOSTV 6.0","o20","55","app2","2022-12","7498","164937.0","225014.03805555555","18.47945333333334","24.85775955493827"
"AU","webOSTV 6.0","lm21u","55","app1","2022-7","2541","19397.0","24989.696666666667","6.947482898023171","8.855222766415048"
"AU","webOSTV 6.0","lm21a","43","app5","2022-12","5060","35918.0","50780.135833333334","6.152193990886936","8.433014474754794"
"KR","webOSTV 6.0","lm21u","55","app2","2022-3","232","984.0","663.7188888888888","3.8254310344827585","2.479389367816092"
"AU","webOSTV 6.0","k7lp","55","app3","2022-12","24","66.0","36.596666666666664","2.75","1.524861111111111"
"JP","webOSTV 6.0","lm21a","65","app5","2022-8","1067","7537.0","6260.364444444444","6.722742892845986","5.388605123398939"
"AU","webOSTV 6.0","k7lp","43","app4","2022-12","167","7958.0","12504.550833333333","32.90918163672655","50.92456198713683"
"AU","webOSTV 6.0","e60F20","65","app3","2022-7","19","34.0","13.543055555555556","1.7894736842105263","0.7127923976608187"
"JP","webOSTV 6.0","lm21a","43","app4","2022-1","33","191.0","130.08972222222224","5.075757575757576","3.4985353535353525"
"AU","webOSTV 6.0","k7lp","55","app5","2022-10","90","302.0","32.43083333333333","3.3333333333333335","0.3598564814814814"
"JP","webOSTV 6.0","e60F20","55","app1","2022-11","15","72.0","64.98444444444445","4.1","3.8091666666666675"
"AU","webOSTV 6.0","lm21u","75","app2","2022-3","17","78.0","88.42611111111111","3.8823529411764706","4.872107843137254"
"JP","webOSTV 6.0","lm21u","65","app1","2022-2","7","27.0","15.088055555555556","3.0","1.4682539682539681"
"JP","webOSTV 6.0","e60F20","65","app5","2022-12","9","41.0","22.015","4.555555555555555","2.446111111111111"
"AU","webOSTV 6.0","lm21a","75","app1","2022-11","10402","80295.0","94761.65611111111","6.9093050165164644","7.955305995431288"
"AU","webOSTV 6.0","lm21a","65","app4","2022-7","17518","450644.0","665056.785","20.708053365472068","30.12787661778894"
"KR","webOSTV 6.0","lm21a","43","app2","2022-4","6655","100810.0","138256.06333333332","12.964603937385133","17.53306835052771"
"AU","webOSTV 6.0","lm21a","75","app5","2022-7","13781","148444.0","203636.17027777777","9.928275573661443","13.431875501017533"
"KR","webOSTV 6.0","lm21u","75","app4","2022-9","3146","59489.0","70761.08388888888","15.494023061461972","17.931156863782213"
"AU","webOSTV 6.0","lm21a","65","app5","2022-8","12672","131648.0","178216.81555555554","9.421470912649353","12.526958204954749"
"JP","webOSTV 6.0","o20","55","app2","2022-8","4173","98940.0","118611.87333333334","20.53671988058205","24.08249226891575"
"JP","webOSTV 6.0","lm21a","43","app1","2022-4","2158","23924.0","26720.393888888888","9.962902977016812","10.87664361492451"
"KR","webOSTV 6.0","lm21a","43","app1","2022-11","908","1614.0","527.64","1.757975797579758","0.5268148759320376"
"AU","webOSTV 6.0","lm21a","55","app3","2022-9","3391","11530.0","11114.702222222222","3.112623092363582","2.9086275744967987"
"JP","webOSTV 6.0","e60F20","65","app4","2022-6","21","751.0","732.1111111111111","27.357142857142858","23.0460582010582"
"JP","webOSTV 6.0","lm21a","55","app1","2022-12","1939","27061.0","26864.793611111112","12.915335051546391","12.54249631300114"
"JP","webOSTV 6.0","lm21a","75","app4","2022-10","577","19254.0","23231.106944444444","27.398035817446566","32.153718467167344"
"JP","webOSTV 6.0","k7lp","55","app5","2022-5","100","601.0","511.9638888888889","5.89","5.047669444444444"
"JP","webOSTV 6.0","lm21a","65","app3","2022-12","169","349.0","221.6861111111111","2.052941176470588","1.304035947712418"
"JP","webOSTV 6.0","lm21u","75","app4","2022-5","293","7531.0","9957.393333333333","21.585893060295792","27.92635554923524"
"AU","webOSTV 6.0","lm21a","43","app4","2022-2","61","229.0","109.94277777777778","3.4672131147540983","1.6844489981785062"
"KR","webOSTV 6.0","k7lp","55","app4","2022-12","205","4023.0","6835.395833333333","15.905691056910568","25.51135636856369"
"KR","webOSTV 6.0","k7lp","43","app2","2022-6","25","297.0","723.9791666666666","11.3","27.566288888888888"
"KR","webOSTV 6.0","k7lp","75","app3","2022-11","6","7.0","0.06111111111111111","1.1666666666666667","0.010185185185185184"
"AU","webOSTV 6.0","e60F20","75","app1","2022-11","45","359.0","349.31083333333333","6.711111111111111","6.214530864197529"
"AU","webOSTV 6.0","k7lp","75","app5","2022-12","6","11.0","1.013611111111111","1.8333333333333333","0.16893518518518516"
"KR","webOSTV 6.0","e60F20","65","app5","2022-4","5","48.0","31.733888888888888","9.6","6.346777777777778"
"AU","webOSTV 6.0","lm21u","55","app4","2022-1","13","65.0","46.026944444444446","4.923076923076923","3.538183760683761"
"AU","webOSTV 6.0","k7lp","65","app3","2022-11","8","9.0","0.13194444444444445","1.125","0.016493055555555556"
"KR","webOSTV 6.0","k7lp","65","app3","2022-10","5","7.0","1.26","1.4","0.252"
"JP","webOSTV 6.0","e60F20","65","app3","2022-6","6","32.0","19.794722222222223","5.333333333333333","3.299120370370371"
"KR","webOSTV 6.0","e60F20","65","app1","2022-9","2","70.0","135.5377777777778","17.75","33.885625000000005"
"KR","webOSTV 6.0","lm21u","65","app2","2022-5","40330","856516.0","1110680.3516666666","18.085977524668696","23.166766352217767"
"KR","webOSTV 6.0","lm21a","75","app2","2022-12","27409","610657.0","804801.3294444444","19.15878095029719","24.947008473171728"
"AU","webOSTV 6.0","o20","55","app3","2022-5","5020","22671.0","18658.761388888888","4.232774680295588","3.418008812459744"
"AU","webOSTV 6.0","lm21a","55","app4","2022-11","13141","306491.0","436779.185","17.92909548209282","25.325823292688664"
"KR","webOSTV 6.0","o20","55","app3","2022-8","744","2096.0","1430.7258333333334","2.692204301075269","1.831323551373955"
"AU","webOSTV 6.0","lm21u","65","app1","2022-7","4522","36928.0","43682.17888888889","7.520067304759152","8.726184339627679"
"JP","webOSTV 6.0","lm21u","55","app1","2022-8","3908","53066.0","60026.6325","12.539101908657122","14.123575255150348"
"KR","webOSTV 6.0","lm21a","65","app5","2022-4","5523","21333.0","14596.006111111112","3.72168416606324","2.529580085720225"
"AU","webOSTV 6.0","lm21u","55","app2","2022-7","5165","129859.0","172585.06916666665","20.257382340955836","26.521556843164156"
"JP","webOSTV 6.0","lm21a","43","app4","2022-12","4973","137438.0","181976.71694444446","23.279720884071548","30.01020142497559"
"JP","webOSTV 6.0","lm21a","43","app4","2022-9","4174","108835.0","141058.03944444444","21.187719298245614","26.64183981259968"
"KR","webOSTV 6.0","e60F20","75","app4","2022-7","119","1934.0","2244.5775","13.805555555555554","14.996936728395061"
"JP","webOSTV 6.0","o20","55","app1","2022-4","3328","41465.0","43824.16861111111","11.655315531553157","12.01485204075963"
"AU","webOSTV 6.0","lm21a","75","app4","2022-1","69","379.0","284.8727777777778","4.492753623188406","3.5537620772946865"
"JP","webOSTV 6.0","lm21u","75","app5","2022-11","161","1214.0","1210.8808333333334","6.702484472049689","6.191379054520359"
"JP","webOSTV 6.0","lm21u","55","app4","2022-10","5142","159493.0","193747.79027777776","26.18077395974892","30.869872175125995"
"AU","webOSTV 6.0","k7lp","65","app4","2022-8","77","2855.0","3562.9730555555557","28.40909090909091","34.60156926406927"
"KR","webOSTV 6.0","o20","65","app5","2022-3","94","228.0","111.56694444444445","2.382978723404255","1.1296350472813237"
"JP","webOSTV 6.0","lm21u","65","app2","2022-3","22","149.0","93.23361111111112","6.545454545454546","4.141843434343436"
"JP","webOSTV 6.0","k7lp","55","app3","2022-10","21","23.0","0.3825","1.0952380952380953","0.01821428571428572"
"KR","webOSTV 6.0","k7lp","55","app2","2022-9","129","1750.0","3291.9861111111113","11.713178294573643","19.659523040482345"
"AU","webOSTV 6.0","lm21a","55","app5","2022-3","52","126.0","54.882222222222225","2.423076923076923","1.0554273504273506"
"JP","webOSTV 6.0","lm21u","75","app3","2022-7","20","34.0","11.755277777777778","1.7","0.5877638888888889"
"KR","webOSTV 6.0","k7lp","65","app4","2022-4","10","91.0","98.36166666666666","9.1","9.836166666666667"
"KR","webOSTV 6.0","k7lp","75","app3","2022-12","6","6.0","0.5663888888888889","1.0","0.09439814814814816"
"JP","webOSTV 6.0","lm21u","75","app2","2022-2","3","10.0","2.0894444444444447","3.3333333333333335","0.6964814814814814"
"JP","webOSTV 6.0","e60F20","65","app1","2022-4","6","124.0","133.3125","15.25","16.324814814814815"
"KR","webOSTV 6.0","lm21u","65","app5","2022-5","17771","76737.0","66280.21111111112","4.106515586046598","3.4923563442821997"
"KR","webOSTV 6.0","lm21u","55","app2","2022-12","29977","640123.0","904151.2944444445","18.203439920865147","25.358724410687405"
"AU","webOSTV 6.0","lm21a","75","app4","2022-8","18367","477458.0","709274.5125","21.084291432423875","31.002803235082208"
"KR","webOSTV 6.0","lm21a","75","app4","2022-10","25650","518800.0","653338.8188888889","17.267028477148127","21.214518800720594"
"KR","webOSTV 6.0","lm21a","65","app4","2022-10","19260","362148.0","476253.7994444444","15.87643573776163","20.231965545657232"
"KR","webOSTV 6.0","lm21u","65","app3","2022-7","3570","6287.0","2479.3494444444445","1.7260671280553666","0.6518861874536056"
"AU","webOSTV 6.0","o20","65","app3","2022-4","7530","36985.0","30388.2575","4.572674976127025","3.678359032633481"
"AU","webOSTV 6.0","lm21u","55","app4","2022-4","3544","61659.0","80911.28583333333","14.365165485585445","18.707808253749537"
"JP","webOSTV 6.0","lm21u","65","app4","2022-6","972","28986.0","32994.22083333333","25.50565843621399","28.529854681069953"
"KR","webOSTV 6.0","lm21u","75","app2","2022-4","2153","44931.0","53519.12416666667","17.956689868522815","21.03678995875225"
"AU","webOSTV 6.0","k7lp","55","app4","2022-7","149","6509.0","7892.691666666667","32.16442953020134","39.239817300522"
"JP","webOSTV 6.0","lm21a","43","app2","2022-6","2674","42948.0","49788.90583333333","14.078163926258096","15.869988996844368"
"KR","webOSTV 6.0","lm21a","75","app3","2022-11","1198","2114.0","1104.0958333333333","1.7477064220183487","0.8882719395792787"
"AU","webOSTV 6.0","lm21u","55","app4","2022-7","3864","73473.0","99846.28722222222","15.631298703164008","20.602025398529562"
"JP","webOSTV 6.0","lm21a","65","app5","2022-9","1303","8823.0","6666.369722222223","6.168943463801484","4.597766784628066"
"JP","webOSTV 6.0","lm21u","75","app4","2022-9","396","11819.0","14445.70638888889","23.957070707070702","28.361648428731765"
"KR","webOSTV 6.0","k7lp","55","app4","2022-9","121","2198.0","3469.051388888889","14.724517906336088","21.694212580348943"
"JP","webOSTV 6.0","lm21u","75","app4","2022-6","339","9851.0","11865.64361111111","23.991150442477878","27.27870862012454"
"JP","webOSTV 6.0","e60F20","55","app5","2022-5","2","2.0","0.012777777777777779","1.0","0.006388888888888888"
"JP","webOSTV 6.0","o20","55","app3","2022-8","328","657.0","342.3302777777778","1.9878048780487805","1.029400406504065"
"AU","webOSTV 6.0","k7lp","75","app2","2022-9","20","335.0","474.44305555555553","14.6","19.652138888888892"
"KR","webOSTV 6.0","k7lp","55","app3","2022-12","24","47.0","47.626666666666665","1.9583333333333333","1.9844444444444447"
"KR","webOSTV 6.0","e60F20","65","app5","2022-6","6","22.0","19.165","3.6666666666666665","3.194166666666666"
"JP","webOSTV 6.0","lm21u","55","app3","2022-5","186","497.0","276.2752777777778","2.6176470588235294","1.440889037433155"
"KR","webOSTV 6.0","lm21a","65","app3","2022-2","12","16.0","0.45222222222222225","1.3333333333333333","0.03768518518518518"
"JP","webOSTV 6.0","lm21u","65","app3","2022-6","67","159.0","129.95833333333334","2.2238805970149254","1.787068822553897"
"AU","webOSTV 6.0","e60F20","65","app5","2022-9","54","508.0","543.3430555555556","8.38425925925926","9.209894547325101"
"JP","webOSTV 6.0","k7lp","55","app3","2022-4","6","7.0","0.08694444444444445","1.1666666666666667","0.014490740740740742"
"JP","webOSTV 6.0","e60F20","65","app4","2022-8","17","669.0","759.5136111111111","25.323529411764707","28.88888888888889"
"JP","webOSTV 6.0","lm21u","65","app3","2022-2","2","2.0","0.03611111111111111","1.0","0.018055555555555557"
"KR","webOSTV 6.0","lm21u","65","app2","2022-6","41588","876625.0","1159306.1691666667","18.103615350719068","23.539561590042158"
"AU","webOSTV 6.0","lm21a","55","app1","2022-5","8623","59051.0","67544.62777777777","6.231311927279015","7.004243308507238"
"AU","webOSTV 6.0","lm21u","75","app2","2022-5","3633","105865.0","128096.65916666666","24.221631035997273","28.821011223884582"
"AU","webOSTV 6.0","lm21u","55","app4","2022-10","3386","74238.0","101288.94194444445","16.61079383252239","22.195367549861345"
"KR","webOSTV 6.0","lm21u","65","app5","2022-6","17048","76266.0","69981.91666666667","4.2850080118810325","3.8803369956748854"
"AU","webOSTV 6.0","o20","65","app1","2022-8","13490","109938.0","115835.09166666666","7.449492732206265","7.692537993750942"
"KR","webOSTV 6.0","lm21u","65","app5","2022-12","18687","100721.0","97043.18138888889","5.11516974071104","4.879692360182958"
"AU","webOSTV 6.0","lm21u","75","app2","2022-12","4100","129911.0","159882.70166666666","25.565178516165115","30.913743096304987"
"AU","webOSTV 6.0","lm21u","65","app3","2022-8","1932","8431.0","8033.434166666667","4.041087449472543","3.8318705548845946"
"AU","webOSTV 6.0","lm21a","65","app3","2022-7","4815","18197.0","15850.362222222222","3.539694889222604","3.023679979127187"
"KR","webOSTV 6.0","lm21u","55","app3","2022-5","2869","5689.0","3206.731111111111","1.9398745207389334","1.067230484231181"
"KR","webOSTV 6.0","lm21u","65","app3","2022-10","2982","5441.0","2640.9275","1.8056951423785594","0.8559912060301516"
"JP","webOSTV 6.0","lm21a","43","app4","2022-11","4894","134710.0","176518.07527777777","22.240814345679706","27.921164719039492"
"AU","webOSTV 6.0","lm21u","55","app2","2022-4","4848","121426.0","156127.71444444446","20.285885545479534","25.847853626606817"
"KR","webOSTV 6.0","lm21u","75","app4","2022-11","3286","70133.0","85225.35555555555","17.723354629347934","21.177986709709405"
"KR","webOSTV 6.0","o20","65","app3","2022-12","2422","5007.0","2548.6058333333335","2.023083264633141","1.0058435238618668"
"KR","webOSTV 6.0","lm21a","55","app3","2022-10","749","1217.0","501.7825","1.5426098535286286","0.5588792104354686"
"JP","webOSTV 6.0","lm21u","75","app5","2022-8","132","999.0","894.4836111111111","7.28030303030303","6.559724326599327"
"JP","webOSTV 6.0","lm21u","65","app3","2022-8","83","215.0","144.9675","2.5","1.6388570950468542"
"KR","webOSTV 6.0","k7lp","43","app5","2022-12","41","227.0","282.025","5.134146341463414","6.695850271002709"
"KR","webOSTV 6.0","k7lp","65","app4","2022-10","82","1337.0","1864.2208333333333","12.4369918699187","17.27295505871725"
"KR","webOSTV 6.0","lm21u","65","app5","2022-2","117","230.0","85.80944444444444","1.9017094017094016","0.6320132953466285"
"KR","webOSTV 6.0","k7lp","43","app5","2022-6","11","19.0","5.7425","1.7272727272727273","0.5220454545454545"
"AU","webOSTV 6.0","o20","65","app3","2022-1","78","169.0","41.771388888888886","2.0833333333333335","0.4547934472934472"
"KR","webOSTV 6.0","k7lp","43","app3","2022-10","14","18.0","0.5338888888888889","1.2857142857142858","0.03813492063492063"
"KR","webOSTV 6.0","lm21a","75","app1","2022-1","60","78.0","4.503611111111111","1.3","0.07506018518518522"
"KR","webOSTV 6.0","e60F20","75","app5","2022-8","47","268.0","208.53277777777777","5.09375","3.64627025462963"
"AU","webOSTV 6.0","lm21u","55","app3","2022-3","6","20.0","1.9097222222222223","3.3333333333333335","0.31828703703703703"
"JP","webOSTV 6.0","lm21u","75","app1","2022-3","1","6.0","2.8088888888888888","6.0","2.8088888888888888"
