"country","product","chipset","inch","app_name","use_month","use_tv_cnt","total_use_count","total_use_hour","monthly_avg_use_count","monthly_avg_use_hour"
"US","webOSTV 6.0","lm21u","55","app3","2022-12","7621","28295.0","30622.699722222223","2.340494263403568","2.3768921758592776"
"BR","webOSTV 6.0","e60F20","55","app5","2022-8","309","2282.0","1969.2991666666667","6.501941747572816","5.506681769147789"
"US","webOSTV 6.0","e60F20","75","app3","2022-8","209","825.0","883.8080555555556","3.526315789473684","3.7111376927166404"
"BR","webOSTV 6.0","lm21a","75","app1","2022-10","19340","168190.0","165719.90916666668","4.416263371513086","4.17077632286734"
"US","webOSTV 6.0","lm21u","55","app5","2022-10","17030","175340.0","247168.36333333334","4.866045330207112","6.725190153488775"
"US","webOSTV 6.0","k7lp","75","app1","2022-10","9335","92789.0","140122.545","4.808237978112859","7.050784145401647"
"US","webOSTV 6.0","e60F20","75","app1","2022-10","569","6299.0","8198.473333333333","5.228546409807357","6.6995817928261"
"BR","webOSTV 6.0","lm21a","55","app4","2022-2","887","6158.0","5067.268055555555","6.725788288288288","5.449082155071737"
"US","webOSTV 6.0","o20","55","app1","2022-6","82831","644566.0","923498.7988888889","6.62382158243606","9.28938125260213"
"US","webOSTV 6.0","lm21a","75","app5","2022-6","61183","589164.0","931684.2308333333","8.003693214279885","12.357995851263379"
"US","webOSTV 6.0","lm21a","75","app5","2022-9","66509","874641.0","1313932.223611111","4.977428805624477","7.167199758765287"
"US","webOSTV 6.0","k7lp","55","app4","2022-9","48815","1177538.0","2181565.361111111","7.660622855404967","13.806283031070963"
"US","webOSTV 6.0","k7lp","43","app3","2022-6","7379","19892.0","22266.37222222222","2.4563481321061182","2.6432996450700843"
"US","webOSTV 6.0","k7lp","75","app4","2022-6","9912","192356.0","350797.27444444445","13.938372951920496","24.715012653605974"
"BR","webOSTV 6.0","e60F20","65","app3","2022-11","17","54.0","17.75638888888889","1.9705882352941178","0.5780392156862744"
"US","webOSTV 6.0","lm21u","65","app3","2022-3","113","194.0","71.77833333333334","1.7168141592920354","0.635206489675516"
"US","webOSTV 6.0","lm21u","65","app3","2022-4","19943","75318.0","75081.42194444445","2.3461814240453562","2.1451352412317264"
"US","webOSTV 6.0","k7lp","43","app5","2022-4","25179","145302.0","214144.11555555556","3.180664152940397","4.293332653451228"
"BR","webOSTV 6.0","k7lp","65","app1","2022-4","14068","92465.0","89932.425","3.653033957623912","3.244822329423635"
"US","webOSTV 6.0","k7lp","43","app2","2022-8","53166","726929.0","1269576.5008333332","9.855200612352734","16.908327228921713"
"US","webOSTV 6.0","lm21u","65","app4","2022-4","46978","794811.0","1248513.8236111111","7.36227130223752","11.16613813692409"
"BR","webOSTV 6.0","lm21a","75","app4","2022-8","34406","904357.0","1259528.431111111","20.486794842052355","27.69494980294137"
"BR","webOSTV 6.0","lm21a","55","app3","2022-8","8718","17293.0","8936.91111111111","1.9115817592062585","0.9379900623290722"
"BR","webOSTV 6.0","lm21a","43","app4","2022-8","114351","3365324.0","4559681.6883333335","22.15561545646363","29.129506734619476"
"US","webOSTV 6.0","o20","65","app3","2022-12","71066","299067.0","306871.59777777776","2.5586508605824414","2.505269635073662"
"BR","webOSTV 6.0","k7lp","55","app3","2022-3","39","52.0","1.2975","1.3333333333333333","0.033269230769230766"
"BR","webOSTV 6.0","k7lp","55","app4","2022-3","372","2117.0","1442.55","5.660427807486631","3.8570855614973274"
"US","webOSTV 6.0","lm21u","65","app2","2022-3","385","1574.0","1228.673888888889","3.9629629629629624","3.123808976935592"
"US","webOSTV 6.0","o20","65","app1","2022-1","1519","3607.0","1883.1480555555556","2.3638451443569553","1.2325771908719738"
"BR","webOSTV 6.0","k7lp","55","app1","2022-12","38240","266049.0","305029.22055555554","3.798806543583324","4.08285323761392"
"US","webOSTV 6.0","lm21u","75","app2","2022-1","344","1245.0","1003.7633333333333","3.598265895953757","2.9010500963391133"
"US","webOSTV 6.0","k7lp","65","app4","2022-1","737","2787.0","2624.0241666666666","3.7204884667571236","3.519047690838736"
"US","webOSTV 6.0","k7lp","65","app1","2022-5","41718","297206.0","423191.37111111113","6.0270369154222045","8.31353705999817"
"BR","webOSTV 6.0","lm21a","65","app1","2022-5","21841","151503.0","154968.49055555556","6.195831238861216","6.137758886273973"
"US","webOSTV 6.0","k7lp","55","app4","2022-5","49706","866797.0","1573600.2647222222","12.195634944563126","21.634319604829905"
"BR","webOSTV 6.0","k7lp","65","app2","2022-11","39279","1342283.0","1726093.9608333334","15.347307787887512","19.355984099772794"
"BR","webOSTV 6.0","lm21a","43","app1","2022-10","63750","612426.0","623556.1966666667","4.797584823526779","4.609319501484599"
"US","webOSTV 6.0","o20","55","app1","2022-2","744","1813.0","875.865","2.4248322147651007","1.1504533929903054"
"US","webOSTV 6.0","k7lp","55","app2","2022-2","1048","3597.0","3031.6133333333332","3.4217557251908395","2.8526983937659023"
"US","webOSTV 6.0","lm21a","75","app5","2022-2","501","1399.0","963.7725","2.752988047808765","1.9164082558654267"
"BR","webOSTV 6.0","lm21u","75","app1","2022-11","131","904.0","878.3725","3.8854961832061075","3.935175996607295"
"US","webOSTV 6.0","lm21u","65","app4","2022-7","57431","1046244.0","1691437.388888889","12.980024431908472","20.408108254273106"
"BR","webOSTV 6.0","lm21a","55","app5","2022-7","51714","344715.0","319925.9872222222","6.053083322074464","5.464648150113984"
"US","webOSTV 6.0","lm21u","65","app3","2022-7","20177","75584.0","77349.74444444444","3.4466979965372246","3.455712809519882"
"US","webOSTV 6.0","e60F20","65","app1","2022-9","751","8244.0","11116.21388888889","4.324625220458554","5.551656470458555"
"BR","webOSTV 6.0","lm21u","75","app1","2022-4","33","179.0","143.8177777777778","3.131313131313131","2.4760157126823796"
"US","webOSTV 6.0","k7lp","75","app4","2022-2","133","537.0","593.1661111111111","4.037593984962406","4.459895572263995"
"BR","webOSTV 6.0","k7lp","75","app2","2022-12","11","189.0","187.4886111111111","7.954545454545454","7.674494949494949"
"BR","webOSTV 6.0","e60F20","75","app3","2022-12","50","149.0","118.25138888888888","2.07","1.430522222222222"
"BR","webOSTV 6.0","lm21u","55","app5","2022-1","38","147.0","83.00777777777778","3.25","1.6608187134502927"
"BR","webOSTV 6.0","k7lp","55","app2","2022-4","48227","1285195.0","1604009.9169444444","12.412626618089483","14.974335818543976"
"US","webOSTV 6.0","k7lp","55","app3","2022-8","10624","33150.0","40603.62527777778","2.858244755902549","3.41250250838742"
"BR","webOSTV 6.0","lm21u","65","app5","2022-4","1707","13618.0","11222.65888888889","4.174238012036497","3.263390361094933"
"US","webOSTV 6.0","o20","65","app4","2022-1","1396","4791.0","2962.9469444444444","3.4182726623840116","2.113703108890475"
"US","webOSTV 6.0","o20","55","app3","2022-12","34807","146486.0","155347.07083333333","2.5466655037894292","2.5693474682390947"
"BR","webOSTV 6.0","k7lp","55","app3","2022-12","4936","9947.0","6035.313055555555","1.6064244870501174","0.8399969353813955"
"BR","webOSTV 6.0","lm21a","43","app4","2022-5","81359","2256671.0","3028958.4330555554","21.28111243613576","27.661249639775157"
"US","webOSTV 6.0","o20","55","app5","2022-11","71976","742502.0","947219.7330555556","4.943837132138279","6.178419527833139"
"BR","webOSTV 6.0","lm21a","55","app2","2022-10","120121","4616984.0","5796385.795","16.426787500539344","20.246637830809885"
"BR","webOSTV 6.0","lm21u","55","app5","2022-5","9897","74138.0","64547.859444444446","6.777688280306081","5.758817374815412"
"US","webOSTV 6.0","k7lp","75","app3","2022-5","2259","5786.0","5341.246944444444","2.40234202386213","2.1689304389453534"
"BR","webOSTV 6.0","lm21a","55","app1","2022-2","425","1108.0","444.7452777777778","2.5316901408450705","0.9750987871674494"
"BR","webOSTV 6.0","lm21a","65","app4","2022-2","252","1811.0","1561.8791666666666","6.6021080368906455","5.828026826233348"
"BR","webOSTV 6.0","lm21a","75","app4","2022-2","137","1042.0","981.6752777777778","6.967153284671533","6.460559610705596"
"US","webOSTV 6.0","k7lp","65","app2","2022-9","63205","1774993.0","2738624.680833333","9.163080759890429","13.913100263945184"
"US","webOSTV 6.0","e60F20","75","app2","2022-6","603","12157.0","17056.32","15.340796019900498","21.39092254775505"
"BR","webOSTV 6.0","lm21u","75","app4","2022-4","60","1064.0","1227.8408333333334","8.175","8.904754629629629"
"BR","webOSTV 6.0","e60F20","55","app3","2022-11","55","215.0","162.82333333333332","2.4","1.6840117845117846"
"US","webOSTV 6.0","e60F20","75","app2","2022-2","20","99.0","108.54472222222222","4.95","5.427236111111112"
"BR","webOSTV 6.0","k7lp","75","app4","2022-7","4","80.0","184.0197222222222","20.0","46.00493055555555"
"US","webOSTV 6.0","o20","55","app2","2022-3","690","2472.0","1492.6866666666667","3.5760869565217392","2.149751006441225"
"US","webOSTV 6.0","k7lp","65","app1","2022-8","38960","292195.0","441341.525","6.267157340237369","9.254624357315643"
"US","webOSTV 6.0","k7lp","55","app5","2022-1","890","2036.0","966.2677777777777","2.282511210762332","1.0832598405580465"
"US","webOSTV 6.0","lm21a","65","app3","2022-3","128","213.0","68.93222222222222","1.6640625","0.5385329861111111"
"BR","webOSTV 6.0","o20","65","app3","2022-4","841","4172.0","3270.2369444444444","2.993900039354585","2.3173342188114914"
"US","webOSTV 6.0","k7lp","55","app3","2022-12","12027","34929.0","40015.19111111111","1.979680535946626","2.096307054292894"
"US","webOSTV 6.0","lm21a","65","app5","2022-5","101789","925842.0","1436809.068888889","7.572791548908778","11.502142318011273"
"BR","webOSTV 6.0","k7lp","55","app2","2022-5","57170","1606769.0","2086291.6427777777","21.995323169347373","27.819702133812886"
"BR","webOSTV 6.0","o20","55","app2","2022-10","25201","871131.0","992637.4322222222","14.89065796413502","16.81703971903569"
"US","webOSTV 6.0","lm21a","75","app5","2022-1","514","1373.0","969.8233333333334","2.666019417475728","1.8831521035598704"
"US","webOSTV 6.0","k7lp","43","app3","2022-10","6639","23152.0","26763.891111111112","2.085840730153955","2.20902325749851"
"US","webOSTV 6.0","e60F20","65","app2","2022-10","991","26053.0","37853.25083333333","11.19042838018742","16.1570865057452"
"BR","webOSTV 6.0","k7lp","55","app2","2022-9","81139","3168571.0","4172676.3522222224","12.645351957023669","16.261734068335233"
"BR","webOSTV 6.0","o20","65","app2","2022-6","3980","97528.0","115059.53361111111","18.975563909774436","21.954521164021166"
"US","webOSTV 6.0","lm21u","55","app3","2022-7","6902","25453.0","27593.546666666665","3.3764629388816645","3.551800826256108"
"BR","webOSTV 6.0","o20","65","app5","2022-9","3319","31546.0","26160.16888888889","4.043357379020139","3.2352084585712846"
"US","webOSTV 6.0","e60F20","65","app5","2022-6","610","5391.0","6175.081666666667","7.50163132137031","8.433870536523473"
"BR","webOSTV 6.0","e60F20","65","app2","2022-10","70","2270.0","2744.6983333333333","13.704761904761906","16.358917328042324"
"BR","webOSTV 6.0","lm21a","75","app1","2022-3","92","176.0","53.51027777777778","1.9130434782608696","0.5816334541062803"
"BR","webOSTV 6.0","k7lp","43","app2","2022-5","4","33.0","31.57138888888889","7.0","7.341666666666667"
"BR","webOSTV 6.0","lm21a","43","app1","2022-2","304","733.0","242.98388888888888","2.411184210526316","0.7992891081871345"
"US","webOSTV 6.0","e60F20","75","app5","2022-1","8","24.0","22.33972222222222","3.0","2.7924652777777776"
"US","webOSTV 6.0","e60F20","65","app5","2022-2","3","5.0","2.7472222222222222","1.6666666666666667","0.9157407407407406"
"BR","webOSTV 6.0","lm21a","55","app1","2022-4","41995","299142.0","304686.6872222222","3.8619913625737956","3.605882552520129"
"US","webOSTV 6.0","lm21a","43","app2","2022-8","135131","1968194.0","3731411.071111111","10.392062251849909","19.52671407989741"
"US","webOSTV 6.0","lm21a","55","app4","2022-8","114772","1972250.0","3849979.738611111","12.095281420504412","23.08997780292426"
"US","webOSTV 6.0","lm21a","75","app1","2022-12","76424","642454.0","1029404.2722222222","4.311425449294853","6.666992346735526"
"BR","webOSTV 6.0","o20","65","app1","2022-12","3933","26518.0","24869.741666666665","3.73643753685452","3.3991975952133586"
"US","webOSTV 6.0","lm21u","75","app1","2022-1","247","585.0","356.2075","2.3493975903614457","1.4305522088353413"
"US","webOSTV 6.0","lm21a","55","app5","2022-3","362","899.0","682.1486111111111","2.445362718089991","1.8622530864197537"
"BR","webOSTV 6.0","lm21a","75","app4","2022-11","36664","1309699.0","1825550.8183333334","15.536628154881791","21.31377479457609"
"US","webOSTV 6.0","lm21u","65","app3","2022-11","19390","93240.0","95162.87833333333","2.656923149482061","2.572192872928624"
"US","webOSTV 6.0","k7lp","43","app3","2022-11","6625","24539.0","29578.5325","2.1718161266013563","2.4516222822294784"
"BR","webOSTV 6.0","k7lp","55","app2","2022-1","469","3289.0","2643.5725","6.564539007092199","5.2405616627265585"
"US","webOSTV 6.0","lm21a","43","app1","2022-10","75696","655885.0","1129422.9452777777","4.185751624812084","6.948929765565098"
"BR","webOSTV 6.0","lm21u","65","app3","2022-5","497","1983.0","1719.4191666666666","3.676706827309237","3.169889000446229"
"BR","webOSTV 6.0","e60F20","55","app3","2022-12","60","226.0","118.87805555555556","2.0913978494623655","0.9032228195937877"
"US","webOSTV 6.0","lm21u","75","app2","2022-6","27957","616509.0","916504.8730555555","16.067545535714284","23.68962228546627"
"US","webOSTV 6.0","k7lp","65","app4","2022-9","47662","1252344.0","2165641.218611111","8.300897355677963","13.997208170950227"
"BR","webOSTV 6.0","lm21a","65","app2","2022-6","38174","1066724.0","1378542.3841666668","21.353712323274582","26.912506613583673"
"US","webOSTV 6.0","e60F20","65","app4","2022-6","741","12523.0","17641.826944444445","13.271505376344086","18.252206354540032"
"US","webOSTV 6.0","e60F20","65","app3","2022-7","279","1065.0","976.0869444444445","3.517921146953405","3.137249601752289"
"BR","webOSTV 6.0","e60F20","55","app3","2022-5","55","264.0","215.99944444444444","4.345454545454546","3.4065101010101"
"BR","webOSTV 6.0","k7lp","75","app1","2022-9","2","27.0","26.66888888888889","4.666666666666667","4.448935185185185"
"BR","webOSTV 6.0","lm21u","75","app4","2022-1","2","13.0","24.852777777777778","6.5","12.426388888888887"
"US","webOSTV 6.0","lm21a","65","app5","2022-8","93221","842119.0","1314697.651388889","7.566681324266118","11.580912987644869"
"US","webOSTV 6.0","e60F20","65","app2","2022-8","930","17514.0","26600.56","13.653969957081545","20.322216410348123"
"BR","webOSTV 6.0","lm21a","65","app5","2022-12","21585","122176.0","110875.9088888889","3.246527296527295","2.742230711480712"
"BR","webOSTV 6.0","k7lp","65","app4","2022-12","40973","1413310.0","2089977.8561111111","14.539532584689338","21.181067457183925"
"US","webOSTV 6.0","lm21a","55","app1","2022-5","87136","607694.0","1016007.6388888889","5.862671898833135","9.509215758413616"
"BR","webOSTV 6.0","lm21a","75","app2","2022-3","186","935.0","565.6944444444445","4.967914438502674","2.9634321152703507"
"BR","webOSTV 6.0","lm21a","43","app1","2022-1","427","1146.0","510.88194444444446","2.649532710280374","1.170490329698857"
"US","webOSTV 6.0","e60F20","65","app4","2022-12","931","18278.0","30227.18472222222","8.325439221272553","13.5461282743748"
"US","webOSTV 6.0","k7lp","43","app5","2022-10","28702","229963.0","363694.8541666667","3.928919179258639","5.979095836653799"
"BR","webOSTV 6.0","k7lp","55","app2","2022-10","83742","3266834.0","4151261.0483333333","16.64003704643592","20.76250690207061"
"BR","webOSTV 6.0","lm21a","65","app3","2022-10","3127","8371.0","4893.457222222222","1.7383535417996168","0.8881291214635187"
"US","webOSTV 6.0","e60F20","65","app2","2022-11","1039","27036.0","39959.0175","11.137639553429022","16.125543195108985"
"US","webOSTV 6.0","lm21u","75","app2","2022-2","211","759.0","611.1355555555556","3.5971563981042656","2.8963770405476557"
"US","webOSTV 6.0","o20","55","app3","2022-7","34616","148504.0","153423.61027777777","3.8918576336182196","3.9417123709461075"
"BR","webOSTV 6.0","o20","65","app1","2022-6","3046","23000.0","21949.25138888889","6.916612057667104","6.48445377348187"
"US","webOSTV 6.0","e60F20","65","app2","2022-9","929","24895.0","36078.65472222222","8.948733047822984","12.611695544848917"
"BR","webOSTV 6.0","lm21u","65","app5","2022-1","18","56.0","34.82555555555555","2.736842105263158","1.6496052631578948"
"BR","webOSTV 6.0","k7lp","43","app3","2022-12","2","2.0","0.08611111111111111","1.0","0.043055555555555555"
"US","webOSTV 6.0","lm21a","55","app2","2022-3","659","2350.0","2391.7775","3.5440060698027316","3.6133619962906764"
"US","webOSTV 6.0","k7lp","65","app2","2022-1","1377","5155.0","4448.078333333333","3.703045685279188","3.1898751107888175"
"US","webOSTV 6.0","o20","55","app3","2022-5","33462","138915.0","133398.03833333333","3.7215290970583474","3.4996546188545183"
"US","webOSTV 6.0","k7lp","65","app4","2022-11","49704","1274902.0","2278048.5247222222","10.553358381361518","18.454607564361915"
"US","webOSTV 6.0","lm21a","75","app2","2022-10","107681","3305154.0","5615877.043888889","12.865265700746573","21.662478187071248"
"US","webOSTV 6.0","k7lp","75","app5","2022-11","13989","142532.0","186554.76305555555","4.944574776573494","6.265970663056453"
"US","webOSTV 6.0","lm21a","65","app3","2022-5","28188","84267.0","90659.98472222222","2.753096697249873","2.8573666005127003"
"US","webOSTV 6.0","lm21u","55","app1","2022-11","20848","208271.0","311331.9791666667","4.952396923862778","7.180763997319356"
"BR","webOSTV 6.0","k7lp","65","app1","2022-10","22167","204110.0","210298.5011111111","4.624791422826447","4.544196345981347"
"BR","webOSTV 6.0","lm21a","65","app2","2022-2","234","1652.0","1284.523888888889","6.29290780141844","4.836430260047281"
"BR","webOSTV 6.0","lm21a","65","app5","2022-6","21374","139228.0","124177.18861111111","5.934689446793752","5.183004078925852"
"US","webOSTV 6.0","k7lp","75","app2","2022-6","11964","265179.0","447044.18916666665","16.167501182230385","26.859405332322638"
"US","webOSTV 6.0","lm21a","75","app1","2022-9","70522","743613.0","1151945.5905555557","4.158002808876937","6.183505357212176"
"US","webOSTV 6.0","lm21u","55","app5","2022-7","14426","106677.0","153099.3422222222","6.250340371524173","8.784351355076083"
"US","webOSTV 6.0","lm21u","55","app1","2022-9","20329","220862.0","329873.43111111113","4.223775376555336","6.119048258204177"
"US","webOSTV 6.0","k7lp","43","app1","2022-6","32347","195544.0","310075.60527777777","5.045399777558082","7.676665661158254"
"US","webOSTV 6.0","lm21u","65","app3","2022-9","18813","92421.0","90802.3825","2.3737747323961536","2.139500036613312"
"US","webOSTV 6.0","k7lp","43","app3","2022-9","6579","25849.0","28834.25888888889","2.00153056061526","2.0257583688918115"
"BR","webOSTV 6.0","lm21u","75","app2","2022-7","107","2118.0","2221.6666666666665","16.80841121495327","17.253943406022845"
"BR","webOSTV 6.0","e60F20","75","app2","2022-3","1","6.0","1.5705555555555555","6.0","1.5705555555555555"
"BR","webOSTV 6.0","k7lp","75","app2","2022-4","2","52.0","80.47222222222223","13.0","20.118055555555557"
"US","webOSTV 6.0","lm21u","55","app1","2022-4","15250","111858.0","163409.60722222223","3.7985493356826514","5.233717423823535"
"US","webOSTV 6.0","k7lp","55","app2","2022-8","70968","1250809.0","2077400.7183333333","12.627780253047428","20.68330838741429"
"BR","webOSTV 6.0","lm21u","55","app3","2022-4","1594","4950.0","3478.738611111111","2.1675005211590586","1.3900106258541218"
"US","webOSTV 6.0","o20","65","app5","2022-3","549","1332.0","632.5263888888888","2.413793103448276","1.146358136721113"
"BR","webOSTV 6.0","lm21a","55","app4","2022-1","803","5952.0","4976.805","6.96902106567534","5.634495846528068"
"BR","webOSTV 6.0","lm21a","55","app4","2022-3","581","3582.0","2551.2947222222224","5.944730813287514","4.237807210131093"
"BR","webOSTV 6.0","k7lp","65","app4","2022-3","250","1531.0","1158.9130555555555","5.808764940239044","4.344316806846687"
"BR","webOSTV 6.0","e60F20","75","app4","2022-4","203","3735.0","4170.4961111111115","9.165024630541872","9.284046934865898"
"US","webOSTV 6.0","k7lp","55","app3","2022-5","11977","34320.0","34970.95888888889","2.65061882909192","2.626934063026314"
"BR","webOSTV 6.0","lm21a","65","app3","2022-11","2437","6361.0","3705.099166666667","1.7782561158944925","0.9811305483425206"
"BR","webOSTV 6.0","o20","65","app1","2022-10","4231","43107.0","39024.987222222226","5.09387514723204","4.544407952711249"
"US","webOSTV 6.0","k7lp","55","app4","2022-2","525","1796.0","1892.3577777777778","3.415238095238095","3.6008423280423285"
"US","webOSTV 6.0","lm21u","55","app4","2022-6","17340","267472.0","461050.0522222222","11.111107273076184","18.566388497356023"
"US","webOSTV 6.0","lm21a","75","app3","2022-7","16884","48521.0","50306.970555555556","2.700934634723455","2.723225873344508"
"US","webOSTV 6.0","k7lp","75","app3","2022-9","2182","8537.0","8224.263611111111","2.0237888482632536","1.781535591864717"
"BR","webOSTV 6.0","k7lp","55","app1","2022-1","258","766.0","396.3883333333333","2.83011583011583","1.4474608537108544"
"US","webOSTV 6.0","e60F20","65","app4","2022-1","5","12.0","21.15888888888889","2.4","4.231777777777777"
"BR","webOSTV 6.0","lm21u","75","app4","2022-2","2","2.0","0.24638888888888888","1.0","0.12319444444444444"
"US","webOSTV 6.0","o20","55","app2","2022-4","91796","1604049.0","2272602.4725","7.952680771786087","11.00942540653709"
"BR","webOSTV 6.0","o20","55","app4","2022-8","25234","733988.0","837713.2666666667","21.855472636815918","24.428218896698162"
"BR","webOSTV 6.0","lm21a","75","app1","2022-8","17149","111564.0","115873.12694444445","5.841214447740359","5.875012968240736"
"US","webOSTV 6.0","lm21a","75","app2","2022-12","111576","2611082.0","4635058.989722222","9.9020786785667","17.314686736211414"
"BR","webOSTV 6.0","lm21a","65","app2","2022-3","221","1104.0","725.4797222222222","4.671191553544494","2.9873818501759675"
"US","webOSTV 6.0","e60F20","75","app1","2022-4","377","2881.0","4085.6422222222222","3.9765694076038907","5.38881704980843"
"BR","webOSTV 6.0","k7lp","65","app1","2022-12","18529","126711.0","144265.6588888889","3.7564602960969053","4.029984626887994"
"US","webOSTV 6.0","e60F20","65","app2","2022-4","422","7101.0","9679.390277777778","7.759827044025156","10.403158848707193"
"BR","webOSTV 6.0","o20","55","app3","2022-8","3885","15927.0","13672.146111111111","3.7223930310017934","3.0925047684117626"
"BR","webOSTV 6.0","lm21u","55","app1","2022-3","82","199.0","47.198055555555555","2.397590361445783","0.5686512717536814"
"US","webOSTV 6.0","k7lp","65","app2","2022-5","61324","1336916.0","2111797.2877777778","15.833195467290265","24.682856878619276"
"US","webOSTV 6.0","o20","65","app1","2022-5","125778","973211.0","1289243.4577777777","6.550298832966814","8.489725734039663"
"BR","webOSTV 6.0","lm21a","75","app5","2022-11","19081","127600.0","102990.31277777778","3.7411584371209914","2.867897070113775"
"US","webOSTV 6.0","lm21u","75","app2","2022-10","29620","875534.0","1258047.5977777778","12.469906067713797","17.78444585147443"
"BR","webOSTV 6.0","k7lp","55","app5","2022-11","48810","342334.0","271534.26694444445","3.849857713366668","2.8668734689935005"
"US","webOSTV 6.0","lm21a","55","app4","2022-10","113338","2731584.0","5494485.351388888","9.911921071893575","19.573927086361383"
"US","webOSTV 6.0","lm21a","65","app2","2022-10","164443","4757425.0","8250298.627222222","12.107383235969222","20.808266478691625"
"BR","webOSTV 6.0","o20","55","app1","2022-5","17193","128251.0","120403.61555555556","6.680407493240634","6.117745466932751"
"US","webOSTV 6.0","lm21a","65","app1","2022-2","796","1841.0","1172.3986111111112","2.3103015075376883","1.4693526661083192"
"BR","webOSTV 6.0","k7lp","55","app2","2022-2","425","2762.0","1987.1494444444445","6.248435054773082","4.474524865240827"
"US","webOSTV 6.0","lm21a","65","app1","2022-6","107916","809100.0","1330629.0616666668","6.407032638682257","10.262541238092384"
"US","webOSTV 6.0","k7lp","75","app1","2022-7","8879","68598.0","111271.47666666667","6.668369067694531","10.552437099047976"
"US","webOSTV 6.0","lm21a","55","app4","2022-7","116269","2075221.0","4074516.9516666667","12.58603774045351","24.14475101684596"
"BR","webOSTV 6.0","k7lp","65","app5","2022-7","19898","140113.0","131147.06805555554","6.356811986822522","5.788209617960911"
"BR","webOSTV 6.0","o20","65","app1","2022-3","9","15.0","4.435","1.6666666666666667","0.4927777777777778"
"BR","webOSTV 6.0","lm21a","75","app5","2022-2","60","189.0","84.39944444444444","3.15","1.4066574074074076"
"BR","webOSTV 6.0","lm21u","65","app5","2022-2","18","49.0","11.296666666666667","2.7222222222222223","0.6275925925925926"
"US","webOSTV 6.0","lm21a","55","app4","2022-4","102896","1743037.0","3360319.438611111","7.318145972151346","13.683282310232439"
"BR","webOSTV 6.0","lm21a","65","app2","2022-1","276","1789.0","1609.3963888888889","6.166666666666667","5.284892981749863"
"BR","webOSTV 6.0","lm21a","75","app3","2022-4","2091","5040.0","3184.8858333333333","1.7775127226463106","0.9837107276646877"
"BR","webOSTV 6.0","e60F20","55","app2","2022-4","518","12700.0","14847.286666666667","10.607692307692306","12.118770655270655"
"US","webOSTV 6.0","o20","65","app5","2022-1","1321","3746.0","2254.9566666666665","2.820648078372268","1.6975273172569707"
"US","webOSTV 6.0","lm21u","55","app5","2022-1","158","365.0","234.155","2.2816455696202533","1.4813554852320678"
"US","webOSTV 6.0","lm21u","65","app2","2022-5","63590","1321080.0","2005852.1547222221","15.42302227131531","23.198080520220582"
"US","webOSTV 6.0","k7lp","43","app2","2022-5","49705","706846.0","1217108.3530555556","10.530559241833219","17.826990050029114"
"US","webOSTV 6.0","e60F20","75","app4","2022-5","440","7149.0","11150.888333333334","11.89795918367347","17.981398652053407"
"US","webOSTV 6.0","lm21u","75","app1","2022-6","21229","164212.0","234221.1327777778","6.636436332847265","9.256034173108388"
"US","webOSTV 6.0","lm21a","43","app1","2022-9","70815","640418.0","1107552.8525","3.60675018848278","5.92597933030045"
"BR","webOSTV 6.0","lm21a","65","app4","2022-9","47973","2114571.0","2936986.0930555556","13.631234308462684","18.628396433807904"
"BR","webOSTV 6.0","lm21u","65","app5","2022-7","2748","18539.0","16495.967777777776","6.084724238026125","5.271198143444606"
"BR","webOSTV 6.0","e60F20","75","app4","2022-7","285","6723.0","8409.734722222222","18.04895104895105","20.7642671911422"
"BR","webOSTV 6.0","lm21u","65","app5","2022-6","2299","16742.0","15641.726388888888","6.6037694974003465","5.96730683131138"
"US","webOSTV 6.0","k7lp","65","app5","2022-9","37965","472178.0","646138.5102777778","4.726703202767776","6.220522209099348"
"BR","webOSTV 6.0","e60F20","55","app2","2022-7","524","14170.0","17979.26722222222","20.33459835547122","25.379452702227837"
"US","webOSTV 6.0","e60F20","75","app3","2022-5","176","770.0","838.5713888888889","3.9005681818181817","4.299292140151514"
"BR","webOSTV 6.0","k7lp","43","app5","2022-6","3","20.0","0.97","6.666666666666667","0.3233333333333333"
"BR","webOSTV 6.0","lm21u","75","app3","2022-6","14","59.0","34.92333333333333","3.607142857142857","1.865813492063492"
"US","webOSTV 6.0","e60F20","75","app1","2022-3","3","4.0","0.6166666666666667","1.3333333333333333","0.20555555555555557"
"US","webOSTV 6.0","k7lp","43","app2","2022-12","54788","781879.0","1414612.5897222222","6.395176311517819","11.272416044717344"
"US","webOSTV 6.0","lm21u","55","app5","2022-3","72","140.0","80.50277777777778","1.9444444444444444","1.1180941358024692"
"US","webOSTV 6.0","lm21a","43","app1","2022-12","74768","503877.0","901713.8025","3.5560302809998934","6.064461399626272"
"US","webOSTV 6.0","k7lp","65","app3","2022-3","71","104.0","21.839444444444446","1.4647887323943662","0.3075978090766823"
"US","webOSTV 6.0","k7lp","65","app1","2022-1","840","1864.0","1099.5016666666668","2.189655172413793","1.282005879244286"
"US","webOSTV 6.0","lm21u","55","app4","2022-5","16531","258168.0","439818.0086111111","11.367992270606443","18.799341235442064"
"BR","webOSTV 6.0","e60F20","55","app1","2022-8","350","2285.0","2289.0866666666666","5.75","5.536400132275133"
"BR","webOSTV 6.0","lm21u","55","app2","2022-11","24370","791846.0","998914.1813888889","14.610179119305727","18.166225698076673"
